mine_fac,mine_other_names,country,state,region,province,district,sector,location_municipality,latitude,longitude,surface_area,unit_surface_area,claim_concession_area,unit_concession_area,mine_or_processing,commodities_products,mining_facility_types,production_start,production_end,activity_status,year_activity_status,certification_scheme,source,source_url,comment,,,,,,,
Nifty,,Australia,Western Australia,Pilbara,,,,,-21.65707377,121.5700949,,,,,Mine,Copper,,,,care and maintenance,2019,,Metals X Ltd. (2020) Quarterly Report for the Quarter Ended 31 December 2019,https://www.metalsx.com.au/wp-content/uploads/2020/01/20191231-Quarterly-Report_FINAL.pdf,,,,,,,,
Renison,,Australia,,,,,,Zeehan,-41.7952351,145.4358043,,,,,Mine,"Tin, Copper","Underground, Open pit",,,,,,Metals X Ltd. (2020) Annual Report 2020,https://www.metalsx.com.au/wp-content/uploads/2020/09/2020-Metals-X-Annual-Report.pdf,,,,,,,,
Collingwood,,Australia,,,,,,Cooktown,-15.7634965,145.2300903,,,,,Mine,Tin,Underground,2006,2008,,,,Metals X Ltd. (2008) Annual Report 2008,https://web.archive.org/web/20110218083942/http://metalsx.com.au/announcements/156/1222334166.pdf,,,,,,,,
Fortnum Gold Operations,"Fortnum Gold Operations (FGO), FGO",Australia,,Peak Hill,,,,,-25.3293289,118.3562568,,,,,Mine,Gold,"Open pit, Underground, Carbon-in-leach plant",2017,,,,,Westgold Resources Ltd. (2020) Annual Report 2020,https://www.westgold.com.au/site/PDF/6c04fb9c-2498-4a7b-899b-60a35706221a/AnnualReporttoshareholders,,,,,,,,
Central Murchison Gold Project,"CMGP, Big Bell Gold Operations Pty Ltd",Australia,,,,,,"Meekatharra, Cue",-27.31815406,117.6555003,,,,,Mine,Gold,"Underground, Open pit, Carbon-in-pulp plant",,,,,,Westgold Resources Ltd. (2020) Annual Report 2020,https://www.westgold.com.au/site/PDF/6c04fb9c-2498-4a7b-899b-60a35706221a/AnnualReporttoshareholders,,,,,,,,
Higginsville Gold Operations,HGO,Australia,,,,,,Higginsville,-31.73119416,121.7216749,,,,,Mine,Gold,"Open pit, Underground",,,,,,Royal Nickel Corporation (2020) Management's Discussion and Analysis Years Ended December 31. 2019 and 2018,https://filecache.investorroom.com/mr5ircnw_karora/1333/MDA%20RNC%20Q4%202019%20FINAL.pdf,,,,,,,,
South Kalgoorlie,,Australia,,,,,,Kalgoorlie,-31.03863013,121.6152603,,,,,Mine,Gold,"Open pit, Underground",,,,,,Westgold Resources Ltd. (2017) Annual Report 2017,https://www.westgold.com.au/site/PDF/1bf23835-269b-4a72-b7ce-79a3b093a1a4/2017AnnualReport,,,,,,,,
Rio Tuba,RTN,Philippines,Palawan,,,Bataraza,,Rio Tuba,8.570001,117.4181872,,,,,Mine,"Nickel, Cobalt, Iron, Limestone",,,,,,,Nickel Asia Corp. Website (Rio Tuba Nickel Mining Corporation) ; Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://nickelasia.com/subsidiaries/rio-tuba-nickel-mining-corporation ; https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
Taganito ,TMC,Philippines,Surigao del Norte,,,Claver,,"Hayanggabon, Urbiztondo, Taganit, Cagdianao",9.5359183,125.8175755,,,,,Mine,Nickel,,,,,,,Nickel Asia Corp. Website (Taganito Mining Corporation) ; Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://nickelasia.com/subsidiaries/taganito-mining-corporation ; https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
Hinatuan ,Tagana-an Nickel Project,Philippines,Surigao del Norte,,,Tagana-an,,"Hinatuan Island, Talavera",9.776895337,125.7154057,,,,,Mine,Nickel,,,,,,,Nickel Asia Corp. Website (Hinatuan Mining Corporation) ; Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://nickelasia.com/subsidiaries/hinatuan-mining-corporation ; https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
Cagdianao ,,Philippines,Dinagat Islands,,,Cagdianao,,"Valencia, Boa, Legaspi, Bayanihan",10.16342123,125.6682578,,,,,Mine,Nickel,,,,,,,Nickel Asia Corp. Website (Cagdianao Mining Corporation) ; Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://nickelasia.com/subsidiaries/cagdianao-mining-corporation ; https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
Coral Bay Nickel Corporation,CBNC,Philippines,Palawan,,,Bataraza,,Rio Tuba,8.557308427,117.4246788,,,,,Refinery,"Nickel, Cobalt, Nickel-Cobalt Mixed Sulfide",High Pressure Acid Leaching plant,2005,,,,,Coral Bay Nickel Corporation Website (Coral Bay Nickel Corporation) ; Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://cbnc.com.ph/the-company/what-we-value/ ; https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
Taganito HPAL Nickel Corporation,,Philippines,Surigao del Norte,,,Claver,,Taganito ,9.540177827,125.8134797,,,,,Refinery,Refined Nickel,High Pressure Acid Leaching plant,2013,,,,,Nickel Asia Corp. (2020) 2019 Annual and Sustainability Report,https://nickelasia.com/assets/documents/NAC_AR2019_0721_FA_websprds.pdf ,,,,,,,,
FNI Cagdianao,,Philippines,Surigao del Norte,,,Claver,,Cagdianao,9.495076006,125.867516,,,,,Mine,Nickel,,2007,,,,,Global Ferronickel Holdings Inc. (2018) FNI Prospectus,http://www.gfni.com.ph/wp-content/uploads/pdf/other-disclosures/Part%201%20-%20Prospectus%20Proper%20and%20Annexes%20A%20to%20B.pdf,,,,,,,,
Ruashi,,Democratic Republic of Congo,Haut-Katanga,,,,,Lubumbashi,-11.6112544,27.5539872,,,,,Mine,"Copper, Cobalt, Copper cathode, Cobalt hydroxide","Open cast, SX-EW plant",2007,,,,,Jinchuan Group International Resources Co. Ltd (2020) Annual Report 2019,http://www.jinchuan-intl.com/uploaded_files/investor/771/ew02362ar19_eng.pdf,,,,,,,,
Kinsenda,,Democratic Republic of Congo,Haut-Katanga,,,,,,-12.2488182,27.9701715,,,,,Mine,Copper,Underground,2018,,,,,Jinchuan Group International Resources Co. Ltd (2020) Annual Report 2019,http://www.jinchuan-intl.com/uploaded_files/investor/771/ew02362ar19_eng.pdf,,,,,,,,
Chibuluma South,"Chifupu, Chibuluma Mines plc, Chibuluma",Zambia,,,,,,Kalulushi,-12.9094858,28.0800782,,,,,Mine,Copper,"Underground, Open pit",2006,,,,,Jinchuan Group International Resources Co. Ltd (2020) Annual Report 2019 ; Metorex Ltd. (2009) Annual Report 2008 ,http://www.jinchuan-intl.com/uploaded_files/investor/771/ew02362ar19_eng.pdf ; http://www.sharedata.co.za/Data/000886/pdfs/METOREX_ar_08.pdf  ,,,,,,,,
Vergenoeg,,South Africa,,,,,,,-25.2569408,28.5842037,,,,,Mine,Fluorspar,,,,,,,Metorex Ltd. (2010) Annual Report 2009,http://www.sharedata.co.za/Data/000886/pdfs/METOREX_ar_09.pdf,,,,,,,,
Consolidated Murchison,,South Africa,Limpopo,,,,,Gravelotte,-23.90223394,30.69360487,,,,,Mine,"Antimony, Gold",,,,,,,Metorex Ltd. (2010) Annual Report 2009,http://www.sharedata.co.za/Data/000886/pdfs/METOREX_ar_09.pdf,,,,,,,,
Barberton,"Fairview, Sheba, Consort",South Africa,Mpumalanga,,,,,Barberton,,,,,,,Mine,Gold,Carbon in Leach plant,,,,,,Metorex Ltd. (2010) Annual Report 2009,http://www.sharedata.co.za/Data/000886/pdfs/METOREX_ar_09.pdf,,,,,,,,
Prominent Hill,,Australia,,Gawler Craton,,,,,-29.7297134,135.5646667,,,,,Mine,"Copper, Gold, Silver","Underground, Open pit",2009,,,,,OZ Minerals Ltd. (2020) 2019 Annual and Sustainability Report ; OZ Minerals Ltd. Website (Prominent Hill) ; OZ Minerals Ltd. Prominent Hill Mineral Resource and Ore Reserve Statement and Explanatory Notes As at 30 June 2020,200218_OZL_2019_Annual_and_Sustainability_Report.pdf (ozminerals.com) ; https://www.ozminerals.com/operations/prominent-hill/ ; https://www.ozminerals.com/uploads/media/201116_ASX_Release_OZL_Prominent_Hill_MROR.pdf ,,,,,,,,
Carrapateena,,Australia,,Gawler Craton,,Pernatty ,,,-31.2398857,137.4921646,,,,,Mine,"Copper, Gold",Underground,2019,,,,,OZ Minerals Ltd. Website (Carrapateena),Carrapateena | OZ Minerals,,,,,,,,
Antas,Mina Antas Norte,Brazil,,Carajás,,,,,-6.240522467,-49.75296238,,,,,Mine,"Copper, Gold","Open pit, Underground",2016,,,,,OZ Minerals Ltd. (2020) Fourth Quarter Report 2019 For the three months ending 31 December 2019,https://www.ozminerals.com/uploads/media/OZL_Q4_2019_Report.pdf,,,,,,,,
Edikan,"EGM, Edikan Gold Mine, Central Ashanti Gold Project, CAGP",Ghana,,Ashanti Gold Belt,,,,,5.96244113,-1.933145197,,,,,Mine,Gold,Open pit,2012,,,,,Perseus Mining Ltd. Website (Edikan Gold Mine) ,https://perseusmining.com/edikan-gold-mine/ ,,,,,,,,
Sissingue,,Ivory Coast,,,,,,,10.4318505,-6.1831141,,,,,Mine,Gold,"Open pit, Carbon in Leach plant",2018,,,,,Perseus Mining Ltd. Website (Sissingue) ,https://perseusmining.com/sissingue/,,,,,,,,
Thalanga,"Vomacka, West 45, Waterloo",Australia ,,,,,,Charters Town,-20.3367179,145.7731249,,,,,Mine,"Copper, Lead, Zinc, Gold, Silver",,,,,,,Red River Resources Ltd. Website (Thalanga),https://www.redriverresources.com.au/operations/thalanga.html,,,,,,,,
Mount Garnet,,Australia ,,,,,,Mount Garnet,-17.6761257,145.1144367,,,,,Mine,"Zinc, Lead, Copper, Silver, gold",,,,,,,Kagara Mining Ltd. (2011) Annual Report 2011,https://web.archive.org/web/20130503121328/http://kagara.com.au/IRM/Company/ShowPage.aspx?CPID=1579&EID=27854751,,,,,,,,
Lounge Lizard,,Australia ,Western Australia,,,,,,-32.29538412,119.6670748,,,,,Mine,Nickel,,,,,,,Kagara Mining Ltd. (2011) Annual Report 2011,https://web.archive.org/web/20130503121328/http://kagara.com.au/IRM/Company/ShowPage.aspx?CPID=1579&EID=27854751,,,,,,,,
Touquoy,Atlantic Gold operation,Canada,,,,Middle Musquodoboit,,Moose River Gold Mines,44.98645751,-62.9173664,,,,,Mine,Gold,"Open pit, Carbon in Leach circuit",2017,,,,,St Barbara Ltd. Website (Atlantic Gold Operations) ; St Barbara Ltd. (2020) Annual Report 2020,https://stbarbara.com.au/our-operations/atlantic-gold/ ; https://stbarbara.com.au/wp-content/uploads/2020/09/2020.09.18-asx-2020-annual-report.pdf  ,,,,,,,,
Simberi ,,Papua New Guinea,,Tabar Group ,,,,Simberi Island,-2.6222416,151.9985962,,,,,Mine,Gold,Open pit,2008,,,,,St Barbara Ltd. Website (Simberi Operations) ; St Barbara Ltd. (2020) Annual Report 2020,https://stbarbara.com.au/our-operations/simberi/ ; https://stbarbara.com.au/wp-content/uploads/2020/09/2020.09.18-asx-2020-annual-report.pdf  ,,,,,,,,
Leonora,Leonora Operations,Australia ,,,,,,Leonora,-28.91425225,121.3303792,,,,,Mine,Gold,"Underground, Open pit, Carbon in Pulp circuit",2008,,,,,St Barbara Ltd. Website (Leonora Operations) ; St Barbara Ltd. (2020) Annual Report 2020,https://stbarbara.com.au/our-operations/leonora/ ; https://stbarbara.com.au/wp-content/uploads/2020/09/2020.09.18-asx-2020-annual-report.pdf  ,,,,,,,,
Southern Cross,,Australia ,,,,,,Southern Cross,,,,,,,Mine,Gold,"Underground, Open pit",,2013,,,,St Barbara Ltd. (2010) Annual Report 2010,https://stbarbara.com.au/wp-content/uploads/2018/03/2010_st_barbara_2010_annual_report.pdf,,,,,,,,
Karouni ,,Guyana,,,,,,,5.449733449,-58.76009944,,,,,Mine,Gold,Open pit,,,,,,"Troy Resources Ltd. (2020) Annual Report 2020 ; Troy Resources Ltd. (2014) Technical Report Karouni Project, Guyana",http://www.troyres.com.au/images/Reports/Annual_Report_2020.pdf ; http://www.troyres.com.au/investor-centre/reports/technical.html ,,,,,,,,
Andorinhas,"Mamão, Lagoa Seca",Brazil,,,,,,,-7.4605556,-49.81638889,,,,,Mine,Gold,,,,,,,Troy Resources Ltd. (2007) Andorinhas Project Technical Report,http://www.troyres.com.au/images/files/technical/Andtech1207.pdf,,,,,,,,
Casposo,,Argentina,,,,,,,-31.2108036,-69.6300087,,,,,Mine,"Gold, Silver","Underground, Open pit",,,,,,Troy Resources Ltd. (2012) Casposo Project Technical Report,http://www.troyres.com.au/images/files/technical/NI43101_Tech_Report_May_2012.pdf,,,,,,,,
Sandstone,Bulchina,Australia,,,,,,,-28.06806688,119.2336605,,,,,Mine,Gold,,,,,,,Troy Resources Ltd. (2010) Quarterly Report for the three Months ended 30 June 2010,http://www.troyres.com.au/images/files/quarterly/June%20Quarterly%20Report%202010.pdf,,,,,,,,
Sertao Mineracao LTDA,"SML, SERTÃO MINERAÇÃO LTDA (“SML”) BRAZIL",Brazil,,,,,,,,,,,,,Mine,Gold,,,2007,,,,Troy Resources Ltd. (2007) Quarterly Report for the three Months ended 30 June 2007,http://www.troyres.com.au/images/files/quarterly/QR0706.pdf,,,,,,,,
Guanaco and Amancaya,"Guanaco, Amancaya",Chile,,Northern Chile,,,,,-25.1081974,-69.522433,,,,,Mine,"Gold, Silver","Open pit, Underground, agitation leach plant",,,,,,Austral Gold Ltd. (2020) Annual Report for the Financial Year Ended 31 December 2019,https://www.australgold.com/wp-content/uploads/2020/07/2020-03-06_Media-release_2019-year-end-w-annual-report.pdf,,,,,,,,
Middleback Ranges,Whyalla,Australia,,Middleback Ranges,,,,Whyalla,,,,,,,Mine,Iron ore,Open pit,,,,,,Arrium Ltd. (2015) Quarterly Production Report For the quarter ended 30 June 2015 ,https://web.archive.org/web/20160316065133/https://www.arrium.com/~/media/Arrium%20Mining%20and%20Materials/Files/Mining/ARI%20Mining%20Quarterly%20production%20report%20June%2015%20Qtr%20200715.pdf,,,,,,,,
Southern Iron,Peculiar Knob,Australia,,,,,,"Coober Pedy, Wirrida",-29.5863329,135.3680225,,,,,Mine,Iron ore,,,2015,,,,Arrium Ltd. (2015) Quarterly Production Report For the quarter ended 30 June 2015 ,https://web.archive.org/web/20160316065133/https://www.arrium.com/~/media/Arrium%20Mining%20and%20Materials/Files/Mining/ARI%20Mining%20Quarterly%20production%20report%20June%2015%20Qtr%20200715.pdf,,,,,,,,
Mt Cattlin,,Australia,,,,,,Ravensthorpe,-33.561249,120.0185804,,,,,Mine,"Spodumene, Lithium",Open pit,2011,,,,,Galaxy Resources Ltd. (2020) Annual Report 2019,https://gxy.com/wp-content/uploads/2020/05/44h2780x1sr108.pdf,,,,,,,,
Jacinth-Ambrosia,"Jacinth, Ambrosia",Australia,,,,,,Yellabinna,-30.90804061,132.2226446,,,,,"Mine, Refinery","Zircon, Rutile, Ilmenite",Open pit,2009,,,,,Iluka Resources Ltd. Website (Jacinth-Ambrosia),https://www.iluka.com/operations-resource-development/operations/jacinth-ambrosia,,,,,,,,
Iluka Western Australia,,Australia,,,,,,,,,,,,,"Mine, Refinery","Zircon, Rutile, Ilmenite, Refined Zircon, Refined Rutile, Monazite, Synthetic Rutile",Open pit,,,,,,Iluka Resources Ltd. Website (Western Australia),https://www.iluka.com/operations-resource-development/operations/western-australia,,,,,,,,
Murray Basin,,Australia,Victoria,Murray Basin,,,,,-37.78249847,141.9684447,,,,,"Mine, Refinery","Zicron, Rutile, Ilmenite, Leucoxene",,,,,,,Iluka Resources Ltd. (2016) Quarterly Review 31 December 2015,https://www.asx.com.au/asxpdf/20160121/pdf/434hjhq5yt1wg1.pdf,,,,,,,,
Sierra Rutile,"Lanti, Gangama, Sembehun ",Sierra Leone,,,,"Bonthe, Moyamba",,"Lanti, Gangama",7.765787067,-12.29467601,,,,,"Mine, Refinery","Zircon, Rutile, Ilmenite, ",,,,,,,Iluka Resources Ltd. Website (Sierra Leone),https://www.iluka.com/operations-resource-development/operations/sierra-leonee,,,,,,,,
Iluka Virginia,,United States,Virginia,,,,,"Concorde, Brink",36.62210683,-77.63555891,,,,,"Mine, Refinery","Zircon, Ilmenite",,,,,,,Iluka Resources Ltd. (2016) Quarterly Review 31 December 2015,https://www.asx.com.au/asxpdf/20160121/pdf/434hjhq5yt1wg1.pdf,,,,,,,,
Iluka Florida/Georgia,,United States,"Florida, Georgia",,,,,,,,,,,,Region,"Zircon, Rutile, Ilmenite, Leucoxene",,,,,,,Iluka Resources Ltd. (2006) December Quarter 2005 Production and Development Report,http://web.archive.org/web/20060820221801/http://iluka.com/documents/publications/id1137643988/December%2005%20ASX%20Quarterly%20Report.pdf,,,,,,,,
CRL Queensland ,,Australia,,,,,,,,,,,,,Region,"Zircon, Rutile, Ilmenite",,,,,,,Iluka Resources Ltd. (2008) December Quarter 2007 Production and Development Report,http://web.archive.org/web/20120324003627/http://www.iluka.com/docs/asx-releases/december-2007-quarterly-production-and-development-report.pdf,,,,,,,,
Narama,Narooma,Australia,New South Wales,,,,,"Singleton, Muswellbrook",,,,,,,Mine,Coal,,,,,,,Iluka Resources Ltd. (2008) December Quarter 2007 Production and Development Report,http://web.archive.org/web/20120324003627/http://www.iluka.com/docs/asx-releases/december-2007-quarterly-production-and-development-report.pdf,,,,,,,,
Palmarejo,,Mexico,,,,,,Palmarejo,27.3911752,-108.4082757,,,27233,hectares,Mine,"Gold, Silver","Underground, Open pit",2009,,,,,Coeur Mining Inc. (2020) Form 10-K Annual Report 2019,https://www.coeur.com/_resources/pdfs/2019-Annual-Report.pdf,,,,,,,,
Rochester,,United States,,,,,,Lovelock,40.2855087,-118.1541315,,,,,Mine,"Gold, Silver","Open pit, Heap leaching plant",,,,,,Coeur Mining Inc. (2020) Form 10-K Annual Report 2019,https://www.coeur.com/_resources/pdfs/2019-Annual-Report.pdf,,,,,,,,
Kensington,,United States,,,,,,Juneau,58.84935989,-135.0571353,,,,,Mine,Gold,Underground,2010,,,,,Coeur Mining Inc. (2020) Form 10-K Annual Report 2019,https://www.coeur.com/_resources/pdfs/2019-Annual-Report.pdf,,,,,,,,
Silvertip,,Canada,,,,,,,59.92811948,-130.3374745,,,,,Mine,"Gold, Silver, Lead, Zinc",,,,,,,Coeur Mining Inc. (2020) Form 10-K Annual Report 2019,https://www.coeur.com/_resources/pdfs/2019-Annual-Report.pdf,,,,,,,,
San Bartolome,,Bolivia,,,,,,Potosi,-19.63165139,-65.73549758,,,,,Mine,Silver,Open pit,2008,,,,,Coeur Mining Inc. (2017) Form 10-K Annual Report 2016,https://www.coeur.com/_resources/financials/2016_Annual_Report.PDF,operated by Manquiri,,,,,,,
Endeavor,,Australia,,,,,,Cobar,-31.1626191,145.6552044,,,,,Mine,"Silver, Lead, Zinc, Copper",,,,,,,Coeur Mining Inc. (2017) Form 10-K Annual Report 2016,https://www.coeur.com/_resources/financials/2016_Annual_Report.PDF,,,,,,,,
Martha,,Argentina ,Santa Cruz,,,,,Gobernador Gregores,-48.69288397,-69.70110858,,,,,Mine,"Gold, Silver",,,,,,,Coeur D'Alene Mines Corporation (2011) Form 10-K Annual Report 2010,https://www.sec.gov/Archives/edgar/data/215466/000095012311020796/v58041e10vk.htm,,,,,,,,
Cerro Bayo,Fachinal,Chile,,Region 11,,,,Chile Chico,-46.54533088,-71.84962899,,,,,Mine,"Gold, Silver",,1995,,,,,Coeur D'Alene Mines Corporation (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/215466/000095013308000901/w50513e10vk.htm,,,,,,,,
Broken Hill,,Australia,,,,,,,-31.9770879,141.4578269,,,,,Mine,"Silver, Lead, Zinc",,,,,,,Coeur D'Alene Mines Corporation (2008) Form 10-K Annual Report 2007,https://www.sec.gov/Archives/edgar/data/215466/000095013308000901/w50513e10vk.htm,,,,,,,,
Galena ,,United States,,,,Shoshone County,,Wallace ,47.4779122,-115.9673844,,,,,Mine,"Silver, Copper",,,,,,,Coeur D'Alene Mines Corporation (2005) Form 10-K Annual Report 2004,https://www.sec.gov/Archives/edgar/data/215466/000089706905000811/cmw1328.htm,,,,,,,,
Petorca ,,Chile,,,,,,,-32.2143708,-70.8694316,,,,,Mine,"Silver, Gold",,,,,,,Coeur D'Alene Mines Corporation (2003) Form 10-K Annual Report 2002,https://www.sec.gov/Archives/edgar/data/215466/000089706903000351/irm220.txt,,,,,,,,
Kipoi,,Democratic Republic of Congo,Katanga,,,,,,-11.24926517,27.10071228,,,,,Mine,"Copper, Copper cathode","Open pit, SX-EW plant",2011,,,,,Tiger Resources Ltd. (2020) Activities Report for the Quarter ended 31 December 2019,http://www.tigerresources.com.au/wp-content/uploads/2020/02/Activities-Report-for-the-Quarter-Ended-31-December-2019.pdf,SX-EW plant comissioned in 2014,,,,,,,
Cairn Hill,,Australia,South Australia,,,,,Coober Pedy,-29.29805824,135.115711,,,,,Mine,Iron ore,,,,,,,IMX Resources Ltd. (2014) Annual Report 2014,https://indianaresources.com.au/wp-content/uploads/2015/10/1404.pdf,,,,,,,,
DeGrussa,,Australia,,Doolgunna-Bryah Basin,,Meekatharra,,,-25.5399495,119.3229267,,,,,Mine,"Copper, Gold","Open pit, Underground",2012,,,,,Sandfire Resources Ltd. (2020) Annual Report 2020,https://www.sandfire.com.au/site/PDF/0153ae3c-1b41-418e-bd4c-b4d5f632053d/2020AnnualandSustainabilityReport,,,,,,,,
Moolarben,,Australia,,,,,,,-32.2813004,149.7638226,,,,,Mine,Thermal coal,"Open cut, Underground",,,,,,Yancoal Australia Ltd. (2020) Annual Report 2020,https://www.yancoal.com.au/content/Document/YAL_Annual_Report_to_shareholders(1).pdf,,,,,,,,
Hunter Valley Operations,"Hunter Valley Operations (HVO), HVO, HVO JV, JVMC, West Pit, Howick, Hunter Valley No. 1, Lemington ",Australia,,Hunter Valley,,,,Singleton,-32.44755906,150.9785949,,,,,Mine,"Thermal coal, Semi-soft coking coal",Open cut,,,,,,Yancoal Australia Ltd. (2020) Annual Report 2020 ; Yancoal Australia Ltd. (2018) Annual Report 2018 ; Yancoal Australia Ltd. Website (Hunter Valley Operations),https://www.yancoal.com.au/content/Document/YAL_Annual_Report_to_shareholders(1).pdf ; http://www.yancoal.com.au/content/Document/ASX%202017%20YAL%20Annual%20Report%20Published%2030%20April%202018.pdf ; https://www.yancoal.com.au/page/en/assets/mine-sites/hunter-valley-operations/ ,,,,,,,,
